split,utt_id,speaker_id,gender,age,audio_path,text,accuracy,completeness,fluency,prosodic,total
train,030020012,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020012.WAV,WHY NOT DO AS SHE WISHED,8,10.0,8,8,7
train,030020022,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020022.WAV,SHE WAS NOT HERE,10,10.0,9,8,9
train,030020047,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020047.WAV,HAVE YOU SOMETHING TO SAY,9,10.0,8,8,8
train,030020048,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020048.WAV,DO YOU NOT NOW YEAH KNOW IT,8,10.0,7,8,7
train,030020065,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020065.WAV,SHE IS HIS MOTHER,8,10.0,8,8,8
train,030020077,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020077.WAV,AND THEY WERE RIGHT,9,10.0,9,8,8
train,030020092,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020092.WAV,DO NOT GO THERE MY LOVE,8,10.0,8,8,8
train,030020100,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020100.WAV,I KNOW THAT HE IS SURE OF IT,9,10.0,8,7,8
train,030020112,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020112.WAV,TAKE ME WITH YOU,9,10.0,9,9,9
train,030020117,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020117.WAV,EVERY ONE LOVES HER,8,10.0,8,8,8
train,030020126,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020126.WAV,IT'S WAS A WARM MORNING AFTER RAIN,6,10.0,8,7,6
train,030020136,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020136.WAV,I WANT TO JOINING ON,8,10.0,8,7,7
train,030020138,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020138.WAV,THIS WAS HER WORK,8,10.0,8,8,8
train,030020144,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020144.WAV,SHE WOULD HAVE LOVED YOU,8,10.0,8,7,7
train,030020152,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020152.WAV,I KNOW THE NAME TOO,9,10.0,8,8,8
train,030020159,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020159.WAV,I DO KNOW OF ONE NOW,8,10.0,8,8,8
train,030020161,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020161.WAV,CAN YOU GUESS HIS NAME,9,10.0,8,8,8
train,030020162,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020162.WAV,THEY LOVED HER AND SHE LOVED THEM,8,10.0,8,8,7
train,030020172,3002,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3002\030020172.WAV,TOO MUCH TO BE HAPPY,9,10.0,9,9,9
train,030200005,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200005.WAV,WELL IN THAT CARS TO BE SURE LET THEM GO,8,10.0,8,7,7
train,030200011,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200011.WAV,THE BABY WAS HUNGRY,8,10.0,7,8,7
train,030200016,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200016.WAV,THIS WAS THE ROOM,9,10.0,9,9,9
train,030200018,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200018.WAV,COME WITH ME TOMORROW,9,10.0,9,8,8
train,030200019,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200019.WAV,THE WITH YOU TAKE A DRINK,9,10.0,9,8,8
train,030200021,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200021.WAV,OH I HAD LOVED YOU FAR SO LONG A TIME,8,10.0,7,7,7
train,030200037,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200037.WAV,THIS WERE YOUR NAME WAS IT,8,10.0,7,7,7
train,030200041,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200041.WAV,DO YOU WANT A DRINK,9,10.0,9,8,9
train,030200049,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200049.WAV,TELL US WHO YOU ARE,9,10.0,9,7,8
train,030200057,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200057.WAV,SHE LOOKED AS THE CLOCK,8,10.0,8,8,8
train,030200076,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200076.WAV,WILL YOU DO THAT,9,10.0,9,8,9
train,030200078,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200078.WAV,NOW THEN THERE ALL FOR YOU GO TOGETHER,9,10.0,7,7,8
train,030200087,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200087.WAV,THERE COMES ONE OF THEM,8,10.0,8,8,8
train,030200101,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200101.WAV,THIS IS WHY IT DOES SO,9,10.0,7,7,8
train,030200105,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200105.WAV,I AM NOT A POLICEMAN,8,10.0,8,8,8
train,030200108,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200108.WAV,BUT HERE HE COMES AGAIN,9,10.0,8,7,8
train,030200137,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200137.WAV,TELL HER SO WITH MY LOVE,9,10.0,7,6,8
train,030200151,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200151.WAV,WOULD YOU HAVE DONE IT,9,10.0,9,8,8
train,030200153,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200153.WAV,I TAKE PEOPLE YOU KNOW AS I FIND THEM,8,10.0,8,8,8
train,030200164,3020,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3020\030200164.WAV,IT WOULD DO YOU A LOT OF GOOD,8,10.0,8,8,8
train,030210005,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210005.WAV,I HEAR THE DOCTOR'S HORSE,8,10.0,8,7,8
train,030210032,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210032.WAV,I AM LISTENING TO YOU,8,10.0,8,8,7
train,030210041,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210041.WAV,I PLAY WITH IT AFTER SCHOOL,9,10.0,9,8,8
train,030210042,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210042.WAV,AND SO IT IS WITH ALL OF US,8,10.0,8,8,8
train,030210044,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210044.WAV,THEN HEAR THEM FATHER,8,10.0,8,7,7
train,030210045,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210045.WAV,THERE YOU ARE THEN,8,10.0,8,8,8
train,030210047,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210047.WAV,HE TURN BACK TO HIS WATCH,9,10.0,8,8,8
train,030210050,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210050.WAV,WAS THERE ANY US,8,10.0,8,8,7
train,030210060,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210060.WAV,HE WILL HELP ME FIND A ROOM,8,10.0,8,7,7
train,030210074,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210074.WAV,WILL YOU TEA TELL HIM,8,10.0,8,8,8
train,030210079,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210079.WAV,I DO NOT WISH TO SEE YOU AGAIN,8,10.0,8,8,8
train,030210082,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210082.WAV,IT IS OVER ALREADY,8,10.0,8,8,8
train,030210118,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210118.WAV,WE WERE ALL SURE OF THAT,6,10.0,8,8,5
train,030210123,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210123.WAV,IS THIS WELL DONE,8,10.0,8,8,8
train,030210137,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210137.WAV,BUT CARE CARE CARE,9,10.0,9,8,8
train,030210143,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210143.WAV,IT IS ONLY FOUR FEET HIGH,8,10.0,8,8,8
train,030210152,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210152.WAV,HE ONLY WRITES TO TELL ME A PLACE OF NEWS,8,10.0,7,7,7
train,030210164,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210164.WAV,WHAT WOMAN WHO REALLY LOVED WOULD,8,10.0,7,7,7
train,030210165,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210165.WAV,TELL ME WHAT YOU WOULD DO,8,10.0,7,6,7
train,030210175,3021,f,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3021\030210175.WAV,WHY WOULD YOU WRITE TO ME,9,10.0,9,9,9
train,030230003,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230003.WAV,BUT IT'S A REALLY NICE PRISON SO,8,10.0,8,8,8
train,030230018,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230018.WAV,AND HE'S NOT IN LOVE WITH ME,9,10.0,9,9,8
train,030230056,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230056.WAV,ONE OF THEM TURNED ON HIM,8,10.0,9,8,8
train,030230060,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230060.WAV,AUTHORITIES CLAIMS THAT THE KILLINGS WERE THE CRIME OF ANGER,9,10.0,8,8,8
train,030230086,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230086.WAV,THE CASE IS STILL ON APPEAL,8,10.0,8,8,8
train,030230092,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230092.WAV,I CALL UPON CONGRESS TO DO THIS IMMEDIATELY,8,10.0,9,8,8
train,030230119,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230119.WAV,HURT A CANCER THINGS WILL NEVER BE THE SAME,8,10.0,9,9,8
train,030230170,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230170.WAV,WHAT A DREAM COME TRUE THAT WOULD BE,9,10.0,9,9,9
train,030230182,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230182.WAV,BASKET IT A LITTLE SMALL,10,10.0,9,9,9
train,030230194,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230194.WAV,THE IDEA THAT THERE IS A LARGE NO,10,10.0,9,9,9
train,030230209,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230209.WAV,THIS IS ALL SORTS OF DUMB,8,10.0,8,8,8
train,030230253,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230253.WAV,I WAS ALL THE WAY IN FRONT,9,10.0,9,9,9
train,030230260,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230260.WAV,WE HAVE TO UNDERSTAND HOW IT AFFECTS US,8,10.0,9,9,8
train,030230276,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230276.WAV,I DO MY BEST WORK ON THE FLOOR,8,10.0,9,9,8
train,030230280,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230280.WAV,YOU WERE SUPPOSED TO BE HERE FOR ME,8,10.0,8,8,8
train,030230311,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230311.WAV,WHAT DO I KNOW ABOUT TEA,8,10.0,8,8,8
train,030230330,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230330.WAV,YET SHE LOVED HIM IN SPITE OF IT ALL,8,10.0,9,9,8
train,030230336,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230336.WAV,YET HE WAS AFRAID TO ACT,8,10.0,8,8,8
train,030230340,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230340.WAV,HE COULD NOT UNDERTAKE TO LIVE ON THAT,8,10.0,8,8,7
train,030230374,3023,m,19,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3023\030230374.WAV,BUT THE LETTER WAS NEVER FOR HIM,8,10.0,9,8,8
train,030460032,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460032.WAV,AND THIS FROM ME,8,10.0,8,8,8
train,030460038,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460038.WAV,WHAT WHAT DO YOU LOCK AT ME SO HAD FOR,8,10.0,7,7,8
train,030460048,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460048.WAV,THEY WANTING SOMETHING OF HIM,8,10.0,7,8,8
train,030460051,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460051.WAV,WOULD YOU PLEASE TO WAIT,8,10.0,7,6,7
train,030460052,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460052.WAV,WHAT WAS I TO MAKE OF IT,8,10.0,7,6,7
train,030460071,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460071.WAV,WHAT WAS SHE HAS ABOUT,8,10.0,8,7,7
train,030460085,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460085.WAV,WAS IT A BED,8,10.0,8,7,7
train,030460097,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460097.WAV,I I WILL SEEN THAT YOU HAVE WAS YOU WANT,8,10.0,6,6,7
train,030460106,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460106.WAV,WHY DO I KNOW YOU,8,10.0,7,7,7
train,030460110,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460110.WAV,ALL ALL THAT WAS PAST,8,10.0,7,6,8
train,030460114,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460114.WAV,BUT I WOULD LIKE TO TRY,8,10.0,8,6,7
train,030460126,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460126.WAV,HAD A BIG PLACE,8,10.0,8,8,7
train,030460133,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460133.WAV,NOT NOT THAT I LIKED HIM,8,10.0,7,6,7
train,030460142,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460142.WAV,WE HAVE TO TAKE WHAT WE CAN GET,8,10.0,7,6,7
train,030460146,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460146.WAV,HOW WOULD THE THINGS GET DONE HERE,8,10.0,7,7,7
train,030460147,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460147.WAV,THE BIG BOY WERE COMING OVER ALL THE TIME,7,10.0,6,6,7
train,030460157,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460157.WAV,NOR GET BACK TO THE BEGINNING,8,10.0,7,7,8
train,030460158,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460158.WAV,AND THERE WAS THE PLANE,8,10.0,8,8,8
train,030460160,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460160.WAV,DOES HE KNOW YOUR PHONE NUMBER,8,10.0,7,7,7
train,030460163,3046,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3046\030460163.WAV,IT WAS A NEW DAY,8,10.0,8,8,8
train,030490010,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490010.WAV,SWEET YOU LOOK SO BEAUTIFUL TODAY,8,10.0,7,6,7
train,030490013,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490013.WAV,ITS WAS REALLY TOO MUCH,8,10.0,7,7,7
train,030490029,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490029.WAV,I LOVE ALL OF THEM,8,10.0,8,7,7
train,030490040,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490040.WAV,WHAT IS ONE REALLY TO CARE FOR,8,10.0,6,7,8
train,030490055,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490055.WAV,AND YOUR WILL SING TO US WILL YOUR NOT,8,10.0,6,6,7
train,030490062,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490062.WAV,WHERE YOU HAVE IT NOW,8,10.0,7,7,7
train,030490063,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490063.WAV,WHAT OF WHERE TO SEE THEM,8,10.0,7,6,7
train,030490071,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490071.WAV,DOES HE GO ABOUT WITH THEM,8,10.0,7,6,7
train,030490076,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490076.WAV,THE STORY WAS NOT NEW,8,10.0,7,7,7
train,030490078,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490078.WAV,WITH THAT THEY HAD TO GO,8,10.0,7,6,8
train,030490095,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490095.WAV,WILL SHE BE AT HOME THIS AFTERNOON,7,10.0,7,6,6
train,030490126,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490126.WAV,THEN THEY LET HER BE,9,10.0,8,6,8
train,030490127,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490127.WAV,MANY HAD COME ONLY FOR THAT DAY,8,10.0,7,7,8
train,030490130,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490130.WAV,BUT WAS THAT ALL,8,10.0,7,6,7
train,030490138,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490138.WAV,BUT WE WHERE TEAR THE READY,8,10.0,7,6,7
train,030490140,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490140.WAV,WHAT ARE YOU DOING WITH HIM,8,10.0,7,6,7
train,030490142,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490142.WAV,IT IS A LONG STORY,8,10.0,7,7,7
train,030490166,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490166.WAV,WHAT WORLD SHE HAVE HAD OF HIM,3,10.0,6,6,3
train,030490168,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490168.WAV,BUT I SEE HIM,8,10.0,8,8,8
train,030490170,3049,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3049\030490170.WAV,IT WAS A DRINKING GLASS,8,10.0,8,7,7
train,030680003,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680003.WAV,WE HAVE TO BEGIN ARE OVER AGAIN,7,10.0,7,7,7
train,030680005,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680005.WAV,I KNOW HOW GOOD YOUR ARE TO ME,8,10.0,7,6,7
train,030680009,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680009.WAV,DO YOU CARE FOR BOOKS,7,10.0,8,7,7
train,030680016,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680016.WAV,WHAT WAS MY GOOD NAME TO ME,8,10.0,8,7,8
train,030680027,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680027.WAV,IT WAS NOT TO BE DONE,8,10.0,8,8,7
train,030680034,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680034.WAV,WHO WAS THE BOY,9,10.0,8,7,8
train,030680037,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680037.WAV,LET HIM COME HERE,8,10.0,8,7,8
train,030680045,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680045.WAV,AND THESE WASH NO ONE THERE,7,10.0,8,7,7
train,030680054,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680054.WAV,BUT WHAT DOES SHE WANT HERE,8,10.0,8,8,8
train,030680056,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680056.WAV,HOW WOULD IT BE THEN,8,10.0,7,7,8
train,030680072,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680072.WAV,AFTER THAT YOU MAY GO,8,10.0,7,6,7
train,030680075,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680075.WAV,IT WAS AFTER BREAKFAST,8,10.0,8,8,7
train,030680090,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680090.WAV,THERE IS SO MUCH IN A NAME,8,10.0,8,8,8
train,030680092,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680092.WAV,IT WAS TOO BEAUTIFUL,8,10.0,8,7,8
train,030680097,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680097.WAV,SHE TURNED IT OVER,8,10.0,8,6,8
train,030680105,3068,m,9,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER3068\030680105.WAV,NO TEETH WERE THERE,8,10.0,8,7,7
